gene_id,disease_name,disease_id,score,evidence_level
4842,Cystic Fibrosis,C0010674,0.65,NA
687,Endometrioses,C0014175,0.65,NA
5663,Hidradenitis Suppurativa,C0162836,0.65,NA
3055,ALL,C0023449,0.65,NA
3119,ALL,C0023449,0.65,NA
3131,ALL,C0023449,0.65,NA
4210,ALL,C0023449,0.65,NA
63978,ALL,C0023449,0.65,NA
7015,ALL,C0023449,0.65,NA
1052,Acute myeloid leukemia,C0023467,0.65,NA
1565,ALL,C0023449,0.65,NA
5444,Chronic lymphocytic leukemia,C0023434,0.65,NA
6891,Ankylosing spondylitis,C0038013,0.65,NA
4321,Multiple Sclerosis,C0026769,0.65,NA
6354,Multiple Sclerosis,C0026769,0.65,NA
834,Multiple Sclerosis,C0026769,0.65,NA
8740,Multiple Sclerosis,C0026769,0.65,NA
81037,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,NA
2122,Thrombocytopenia,C0040034,0.65,NA
2316,Thrombocytopenia,C0040034,0.65,NA
342618,Thrombocytopenia,C0040034,0.65,NA
51206,Thrombocytopenia,C0040034,0.65,NA
64376,Thrombocytopenia,C0040034,0.65,NA
6813,Thrombocytopenia,C0040034,0.65,NA
4524,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,NA
729230,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,NA
1267,Multiple Sclerosis,C0026769,0.65,NA
85363,HIV infection,C0019693,0.65,NA
3123,HIV infection,C0019693,0.65,NA
219771,Ulcerative colitis,C0009324,0.65,NA
81501,PAGET'S BONE DISEASE,C0029401,0.65,NA
11200,Malignant neoplasm of colon,C0007102,0.65,NA
5184,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
2638,Rheumatoid arthritis,C0003873,0.65,NA
875,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
2876,ALL,C0023449,0.65,NA
7189,Rheumatoid arthritis,C0003873,0.65,NA
4255,CARCINOMA OF CERVIX,C0302592,0.65,NA
10000,Glioblastoma multiforme,C1621958,0.65,NA
1356,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.65,NA
578,CARCINOMA OF CERVIX,C0302592,0.65,NA
4162,Multiple Sclerosis,C0026769,0.65,NA
5970,Ulcerative colitis,C0009324,0.65,NA
5579,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
1021,ALL,C0023449,0.65,NA
1636,Anderson Fabry Disease,C0002986,0.65,NA
4513,Ischemic stroke,C0948008,0.65,NA
6402,Ulcerative colitis,C0009324,0.65,NA
718,Ulcerative colitis,C0009324,0.65,NA
4485,Ulcerative colitis,C0009324,0.65,NA
100,Malignant neoplasm of colon,C0007102,0.65,NA
1811,Ulcerative colitis,C0009324,0.65,NA
775,Hypoglycemia,C0020615,0.65,NA
1029,Cutaneous T Cell Lymphoma,C0079773,0.65,NA
6480,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
80790,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
253559,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
10580,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
145741,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
80216,Diabetes Mellitus,C0011849,0.65,NA
9970,Diabetes Mellitus,C0011849,0.65,NA
1512,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.65,NA
246778,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.65,NA
3113,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.65,NA
406938,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.65,NA
3673,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
4090,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
3077,Rheumatoid arthritis,C0003873,0.65,NA
22802,Cystic Fibrosis,C0010674,0.65,NA
200734,Rheumatoid arthritis,C0003873,0.65,NA
624,Asthma,C0004096,0.65,NA
3690,Asthma,C0004096,0.65,NA
7026,Endometrioses,C0014175,0.65,NA
8648,Endometrioses,C0014175,0.65,NA
5313,Gaucher Disease,C0017205,0.65,NA
10,squamous cell carcinoma of larynx,C0280324,0.65,NA
5880,Acute myeloid leukemia,C0023467,0.65,NA
822,Acute myeloid leukemia,C0023467,0.65,NA
2067,ALL,C0023449,0.65,NA
22807,ALL,C0023449,0.65,NA
5444,"Lymphoma, Non Hodgkin's",C0024305,0.65,NA
959,Brill Symmers Disease,C0024301,0.65,NA
11200,"Lymphoma, Non Hodgkin's",C0024305,0.65,NA
1490,"Hepatitis B, Chronic",C0524909,0.65,NA
3717,Ankylosing spondylitis,C0038013,0.65,NA
4524,Ankylosing spondylitis,C0038013,0.65,NA
7133,Ankylosing spondylitis,C0038013,0.65,NA
5908,Thrombocytopenia,C0040034,0.65,NA
10095,Thrombocytopenia,C0040034,0.65,NA
2944,Multiple Sclerosis,C0026769,0.65,NA
2952,Multiple Sclerosis,C0026769,0.65,NA
3798,Multiple Sclerosis,C0026769,0.65,NA
4536,Multiple Sclerosis,C0026769,0.65,NA
2200,Ischemic stroke,C0948008,0.65,NA
958,"Lymphoma, Non Hodgkin's",C0024305,0.65,NA
217,Asthma,C0004096,0.65,NA
4288,HIV infection,C0019693,0.65,NA
2356,ALL,C0023449,0.65,NA
9429,Rheumatoid arthritis,C0003873,0.65,NA
653361,Diabetes Mellitus,C0011849,0.65,NA
5732,Endometrioses,C0014175,0.65,NA
1591,Malignant neoplasm of colon,C0007102,0.65,NA
6648,Acute myeloid leukemia,C0023467,0.65,NA
1585,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
3621,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,NA
3484,Endometrioses,C0014175,0.65,NA
7133,Endometrioses,C0014175,0.65,NA
10125,Rheumatoid arthritis,C0003873,0.65,NA
840,Malignant neoplasm of colon,C0007102,0.65,NA
7421,XO syndrome,C0041408,0.65,NA
695,"Dwarfism, Pituitary",C0013338,0.65,NA
776,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
83795,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
347,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
467,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
10018,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
1208,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
129787,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
1543,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
26191,Endometrioses,C0014175,0.65,NA
406991,Endometrioses,C0014175,0.65,NA
629,Ulcerative colitis,C0009324,0.65,NA
2638,Ulcerative colitis,C0009324,0.65,NA
5771,Ulcerative colitis,C0009324,0.65,NA
5795,Malignant neoplasm of colon,C0007102,0.65,NA
51752,CARCINOMA OF CERVIX,C0302592,0.65,NA
160364,Rheumatoid arthritis,C0003873,0.65,NA
4791,Cutaneous T Cell Lymphoma,C0079773,0.65,NA
940,Cutaneous T Cell Lymphoma,C0079773,0.65,NA
54106,Cystic Fibrosis,C0010674,0.65,NA
5806,Cystic Fibrosis,C0010674,0.65,NA
8764,Rheumatoid arthritis,C0003873,0.65,NA
4321,Rheumatoid arthritis,C0003873,0.65,NA
4689,Rheumatoid arthritis,C0003873,0.65,NA
1128,Asthma,C0004096,0.65,NA
117,Asthma,C0004096,0.65,NA
1395,Asthma,C0004096,0.65,NA
3106,Asthma,C0004096,0.65,NA
4589,Asthma,C0004096,0.65,NA
4852,Asthma,C0004096,0.65,NA
3673,Diabetes Mellitus,C0011849,0.65,NA
7058,Diabetes Mellitus,C0011849,0.65,NA
6908,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.65,NA
7098,HIV infection,C0019693,0.65,NA
2068,ALL,C0023449,0.65,NA
4548,ALL,C0023449,0.65,NA
1555,Acute myeloid leukemia,C0023467,0.65,NA
2175,Acute myeloid leukemia,C0023467,0.65,NA
2876,Acute myeloid leukemia,C0023467,0.65,NA
8924,Prader Willi Syndrome,C0032897,0.65,NA
3383,Respiratory Syncytial Virus Infections,C0035235,0.65,NA
958,Brill Symmers Disease,C0024301,0.65,NA
7056,Pulmonary Embolism,C0034065,0.65,NA
4297,"Lymphoma, Non Hodgkin's",C0024305,0.65,NA
8915,"Lymphoma, Non Hodgkin's",C0024305,0.65,NA
5927,Ankylosing spondylitis,C0038013,0.65,NA
9755,Ankylosing spondylitis,C0038013,0.65,NA
5698,Multiple Sclerosis,C0026769,0.65,NA
80739,Thrombocytopenia,C0040034,0.65,NA
7481,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,NA
55740,Acute myeloid leukemia,C0023467,0.65,NA
1508,Diabetes Mellitus,C0011849,0.65,NA
1129,Asthma,C0004096,0.65,NA
1374,Diabetes Mellitus,C0011849,0.65,NA
4524,Asthma,C0004096,0.65,NA
1577,ALL,C0023449,0.65,NA
6532,Asthma,C0004096,0.65,NA
7421,HIV infection,C0019693,0.65,NA
4361,Malignant neoplasm of colon,C0007102,0.65,NA
4846,Cystic Fibrosis,C0010674,0.65,NA
51208,Asthma,C0004096,0.65,NA
1806,ALL,C0023449,0.65,NA
847,Rheumatoid arthritis,C0003873,0.65,NA
2690,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
65018,Glioblastoma multiforme,C1621958,0.65,NA
5629,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
8644,Endometrioses,C0014175,0.65,NA
3371,Endometrioses,C0014175,0.65,NA
7515,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
337,Ulcerative colitis,C0009324,0.65,NA
345611,Ulcerative colitis,C0009324,0.65,NA
83550,Acromegaly,C0001206,0.65,NA
7916,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.65,NA
169792,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.65,NA
346171,Diabetes Mellitus,C0011849,0.65,NA
547,Diabetes Mellitus,C0011849,0.65,NA
6690,Diabetes Mellitus,C0011849,0.65,NA
2643,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
59338,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
3482,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
3672,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
388125,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
406903,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
406936,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
5080,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
5288,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
4210,Hidradenitis Suppurativa,C0162836,0.65,NA
9687,Endometrioses,C0014175,0.65,NA
1493,Cutaneous T Cell Lymphoma,C0079773,0.65,NA
10758,Arthritic Psoriasis,C0003872,0.65,NA
4049,Arthritic Psoriasis,C0003872,0.65,NA
5747,Rheumatoid arthritis,C0003873,0.65,NA
3783,Cystic Fibrosis,C0010674,0.65,NA
3481,Rheumatoid arthritis,C0003873,0.65,NA
4535,Rheumatoid arthritis,C0003873,0.65,NA
84159,Rheumatoid arthritis,C0003873,0.65,NA
10111,Asthma,C0004096,0.65,NA
119391,Asthma,C0004096,0.65,NA
1524,Asthma,C0004096,0.65,NA
2052,Asthma,C0004096,0.65,NA
22806,Asthma,C0004096,0.65,NA
3122,Asthma,C0004096,0.65,NA
4908,Asthma,C0004096,0.65,NA
8989,Asthma,C0004096,0.65,NA
6891,CARCINOMA OF CERVIX,C0302592,0.65,NA
3117,Hemophilia A,C0019069,0.65,NA
1524,HIV infection,C0019693,0.65,NA
3117,HIV infection,C0019693,0.65,NA
57592,PAGET'S BONE DISEASE,C0029401,0.65,NA
8792,Chronic lymphocytic leukemia,C0023434,0.65,NA
22806,Chronic lymphocytic leukemia,C0023434,0.65,NA
26191,Chronic lymphocytic leukemia,C0023434,0.65,NA
28,ALL,C0023449,0.65,NA
11122,Acute myeloid leukemia,C0023467,0.65,NA
1565,Acute myeloid leukemia,C0023467,0.65,NA
3654,Ankylosing spondylitis,C0038013,0.65,NA
64121,Brill Symmers Disease,C0024301,0.65,NA
348,Hyperuricemia,C0740394,0.65,NA
8233,Acute myeloid leukemia,C0023467,0.65,NA
9047,Multiple Sclerosis,C0026769,0.65,NA
2,Multiple Sclerosis,C0026769,0.65,NA
3566,Multiple Sclerosis,C0026769,0.65,NA
5428,Multiple Sclerosis,C0026769,0.65,NA
1789,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.65,NA
5795,Thrombocytopenia,C0040034,0.65,NA
6347,Thrombocytopenia,C0040034,0.65,NA
135,Rheumatoid arthritis,C0003873,0.65,NA
596,Asthma,C0004096,0.65,NA
5294,Cystic Fibrosis,C0010674,0.65,NA
2813,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
8877,Ulcerative colitis,C0009324,0.65,NA
4502,Diabetes Mellitus,C0011849,0.65,NA
2944,Cystic Fibrosis,C0010674,0.65,NA
3303,Cystic Fibrosis,C0010674,0.65,NA
1571,Asthma,C0004096,0.65,NA
240,Rheumatoid arthritis,C0003873,0.65,NA
2170,Adult-Onset Diabetes Mellitus,C0011860,0.65,NA
81027,Thrombocytopenia,C0040034,0.65,NA
4221,Diabetes Mellitus,C0011849,0.65,NA
406920,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
442893,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
494326,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
2730,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
3066,Endometrioses,C0014175,0.6,NA
3115,Endometrioses,C0014175,0.6,NA
3123,Endometrioses,C0014175,0.6,NA
5320,Endometrioses,C0014175,0.6,NA
6197,Glioblastoma multiforme,C1621958,0.6,NA
6609,Gaucher Disease,C0017205,0.6,NA
3912,Ulcerative colitis,C0009324,0.6,NA
3998,Hemophilia A,C0019069,0.6,NA
968,Arthritic Psoriasis,C0003872,0.6,NA
10678,Rheumatoid arthritis,C0003873,0.6,NA
23643,Rheumatoid arthritis,C0003873,0.6,NA
8740,Rheumatoid arthritis,C0003873,0.6,NA
54899,Rheumatoid arthritis,C0003873,0.6,NA
6372,Rheumatoid arthritis,C0003873,0.6,NA
4049,Cystic Fibrosis,C0010674,0.6,NA
1909,Cystic Fibrosis,C0010674,0.6,NA
3239,Rheumatoid arthritis,C0003873,0.6,NA
412,Rheumatoid arthritis,C0003873,0.6,NA
7078,Asthma,C0004096,0.6,NA
4217,Diabetes Mellitus,C0011849,0.6,NA
6648,Hypoglycemia,C0020615,0.6,NA
3329,HIV infection,C0019693,0.6,NA
100288687,ALL,C0023449,0.6,NA
1665,Acute myeloid leukemia,C0023467,0.6,NA
4066,Acute myeloid leukemia,C0023467,0.6,NA
944,Acute myeloid leukemia,C0023467,0.6,NA
7040,Hyperuricemia,C0740394,0.6,NA
3123,Brill Symmers Disease,C0024301,0.6,NA
2876,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
4615,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
4893,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
673,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
3119,Ankylosing spondylitis,C0038013,0.6,NA
1244,Rheumatoid arthritis,C0003873,0.6,NA
3125,Multiple Sclerosis,C0026769,0.6,NA
4921,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,NA
5621,Multiple Sclerosis,C0026769,0.6,NA
3704,Rheumatoid arthritis,C0003873,0.6,NA
5627,Thrombocytopenia,C0040034,0.6,NA
3329,Acute Coronary Syndrome,C0948089,0.6,NA
2952,Cystic Fibrosis,C0010674,0.6,NA
3315,Acute myeloid leukemia,C0023467,0.6,NA
221458,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
590,Multiple Sclerosis,C0026769,0.6,NA
6678,Acute myeloid leukemia,C0023467,0.6,NA
841,ALL,C0023449,0.6,NA
4524,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.6,NA
2264,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,NA
11168,Acute myeloid leukemia,C0023467,0.6,NA
6349,HIV infection,C0019693,0.6,NA
150094,Glioblastoma multiforme,C1621958,0.6,NA
1645,Endometrioses,C0014175,0.6,NA
494335,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
4319,Asthma,C0004096,0.6,NA
5335,Cutaneous T Cell Lymphoma,C0079773,0.6,NA
1649,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.6,NA
5789,Diabetes Mellitus,C0011849,0.6,NA
51206,Acute myocardial infarction,C0155626,0.6,NA
1994,Endometrioses,C0014175,0.6,NA
1509,Rheumatoid arthritis,C0003873,0.6,NA
1656,Rheumatoid arthritis,C0003873,0.6,NA
1687,Rheumatoid arthritis,C0003873,0.6,NA
8200,Rheumatoid arthritis,C0003873,0.6,NA
597,Rheumatoid arthritis,C0003873,0.6,NA
654,Rheumatoid arthritis,C0003873,0.6,NA
6648,Rheumatoid arthritis,C0003873,0.6,NA
3486,Rheumatoid arthritis,C0003873,0.6,NA
3516,Rheumatoid arthritis,C0003873,0.6,NA
7132,Cystic Fibrosis,C0010674,0.6,NA
3065,Endometrioses,C0014175,0.6,NA
405,Endometrioses,C0014175,0.6,NA
6750,Endometrioses,C0014175,0.6,NA
8829,Endometrioses,C0014175,0.6,NA
9051,Hidradenitis Suppurativa,C0162836,0.6,NA
2688,ALL,C0023449,0.6,NA
2274,Acute myeloid leukemia,C0023467,0.6,NA
3398,Acute myeloid leukemia,C0023467,0.6,NA
7200,Acute myeloid leukemia,C0023467,0.6,NA
7441,ALL,C0023449,0.6,NA
10919,Acute myeloid leukemia,C0023467,0.6,NA
5817,Acute myeloid leukemia,C0023467,0.6,NA
55294,Chronic lymphocytic leukemia,C0023434,0.6,NA
526,Brill Symmers Disease,C0024301,0.6,NA
7298,Brill Symmers Disease,C0024301,0.6,NA
8915,Brill Symmers Disease,C0024301,0.6,NA
348,MS RELAPSING REMITTING,C0751967,0.6,NA
5010,Multiple Sclerosis,C0026769,0.6,NA
8795,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,NA
462,Thrombocytopenia,C0040034,0.6,NA
100526833,Thrombocytopenia,C0040034,0.6,NA
25788,Malignant neoplasm of colon,C0007102,0.6,NA
1232,HIV infection,C0019693,0.6,NA
1235,Ulcerative colitis,C0009324,0.6,NA
2356,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
1893,Ulcerative colitis,C0009324,0.6,NA
6046,Glioblastoma multiforme,C1621958,0.6,NA
7037,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
5742,Rheumatoid arthritis,C0003873,0.6,NA
55824,ALL,C0023449,0.6,NA
4929,Arthritic Psoriasis,C0003872,0.6,NA
7412,Ulcerative colitis,C0009324,0.6,NA
8767,Ulcerative colitis,C0009324,0.6,NA
8807,Ulcerative colitis,C0009324,0.6,NA
8924,Ulcerative colitis,C0009324,0.6,NA
5478,HIV infection,C0019693,0.6,NA
1026,HIV infection,C0019693,0.6,NA
3813,HIV infection,C0019693,0.6,NA
10109,Ulcerative colitis,C0009324,0.6,NA
723961,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.6,NA
406987,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
407006,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
29949,Rheumatoid arthritis,C0003873,0.6,NA
3236,Rheumatoid arthritis,C0003873,0.6,NA
3394,Rheumatoid arthritis,C0003873,0.6,NA
3305,Crohn Disease,C0010346,0.6,NA
8651,Rheumatoid arthritis,C0003873,0.6,NA
6701,Asthma,C0004096,0.6,NA
3688,Endometrioses,C0014175,0.6,NA
4283,Endometrioses,C0014175,0.6,NA
5069,Endometrioses,C0014175,0.6,NA
10257,Endometrioses,C0014175,0.6,NA
1435,PAGET'S BONE DISEASE,C0029401,0.6,NA
8600,Chronic lymphocytic leukemia,C0023434,0.6,NA
5457,Acute myeloid leukemia,C0023467,0.6,NA
5997,Acute myeloid leukemia,C0023467,0.6,NA
113,Acute myeloid leukemia,C0023467,0.6,NA
3123,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
3117,Ankylosing spondylitis,C0038013,0.6,NA
2356,Rheumatoid arthritis,C0003873,0.6,NA
4170,Cutaneous T Cell Lymphoma,C0079773,0.6,NA
2936,Hypoglycemia,C0020615,0.6,NA
3690,Acute Coronary Syndrome,C0948089,0.6,NA
282617,Thrombocytopenia,C0040034,0.6,NA
875,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
25,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,NA
5426,Malignant neoplasm of colon,C0007102,0.6,NA
639,Rheumatoid arthritis,C0003873,0.6,NA
3188,Anderson Fabry Disease,C0002986,0.6,NA
406934,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
493856,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
22943,Endometrioses,C0014175,0.6,NA
4057,Endometrioses,C0014175,0.6,NA
5076,Endometrioses,C0014175,0.6,NA
64127,Hidradenitis Suppurativa,C0162836,0.6,NA
55818,Malignant neoplasm of colon,C0007102,0.6,NA
6556,Cystic Fibrosis,C0010674,0.6,NA
652,Rheumatoid arthritis,C0003873,0.6,NA
3566,Rheumatoid arthritis,C0003873,0.6,NA
3934,Rheumatoid arthritis,C0003873,0.6,NA
282617,Asthma,C0004096,0.6,NA
3118,Asthma,C0004096,0.6,NA
943,HIV infection,C0019693,0.6,NA
4524,Hemophilia A,C0019069,0.6,NA
115761,Chronic lymphocytic leukemia,C0023434,0.6,NA
4524,Chronic lymphocytic leukemia,C0023434,0.6,NA
4846,Acute myeloid leukemia,C0023467,0.6,NA
51750,Acute myeloid leukemia,C0023467,0.6,NA
5819,Acute myeloid leukemia,C0023467,0.6,NA
7468,ALL,C0023449,0.6,NA
7249,Acute myeloid leukemia,C0023467,0.6,NA
10919,ALL,C0023449,0.6,NA
1544,ALL,C0023449,0.6,NA
1571,ALL,C0023449,0.6,NA
7128,Brill Symmers Disease,C0024301,0.6,NA
1571,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
2212,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
7298,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
3123,Ankylosing spondylitis,C0038013,0.6,NA
10062,Multiple Sclerosis,C0026769,0.6,NA
407007,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,NA
3553,Thrombocytopenia,C0040034,0.6,NA
5781,Thrombocytopenia,C0040034,0.6,NA
407006,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.6,NA
183,Anderson Fabry Disease,C0002986,0.6,NA
2159,Thrombocytopenia,C0040034,0.6,NA
581,Cutaneous T Cell Lymphoma,C0079773,0.6,NA
5579,Glioblastoma multiforme,C1621958,0.6,NA
1280,Rheumatoid arthritis,C0003873,0.6,NA
3692,HIV infection,C0019693,0.6,NA
12,Cystic Fibrosis,C0010674,0.6,NA
2155,Thrombocytopenia,C0040034,0.6,NA
11317,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
3845,Chronic lymphocytic leukemia,C0023434,0.6,NA
2950,Multiple Sclerosis,C0026769,0.6,NA
481,Acute myeloid leukemia,C0023467,0.6,NA
94103,Ulcerative colitis,C0009324,0.6,NA
2944,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.6,NA
598,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
6277,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
655,Endometrioses,C0014175,0.6,NA
6777,Cutaneous T Cell Lymphoma,C0079773,0.6,NA
1789,Rheumatoid arthritis,C0003873,0.6,NA
355,Cystic Fibrosis,C0010674,0.6,NA
6804,Cystic Fibrosis,C0010674,0.6,NA
4319,Rheumatoid arthritis,C0003873,0.6,NA
283131,Malignant neoplasm of colon,C0007102,0.6,NA
545,Malignant neoplasm of colon,C0007102,0.6,NA
7516,Malignant neoplasm of colon,C0007102,0.6,NA
8289,Malignant neoplasm of colon,C0007102,0.6,NA
1654,HIV infection,C0019693,0.6,NA
6556,HIV infection,C0019693,0.6,NA
9560,HIV infection,C0019693,0.6,NA
10312,Congenital neutropenia,C0340970,0.6,NA
4893,Chronic lymphocytic leukemia,C0023434,0.6,NA
5527,Chronic lymphocytic leukemia,C0023434,0.6,NA
22806,ALL,C0023449,0.6,NA
1545,ALL,C0023449,0.6,NA
7332,"Hepatitis B, Chronic",C0524909,0.6,NA
4524,Brill Symmers Disease,C0024301,0.6,NA
6401,Multiple Sclerosis,C0026769,0.6,NA
2597,Acute Coronary Syndrome,C0948089,0.6,NA
847,"Bone Losses, Perimenopausal",C0029458,0.6,NA
6470,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
2052,Cystic Fibrosis,C0010674,0.6,NA
51341,Acute myeloid leukemia,C0023467,0.6,NA
1889,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
1268,Endometrioses,C0014175,0.6,NA
5340,Thrombocytopenia,C0040034,0.6,NA
5604,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
4773,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
1471,Acute myeloid leukemia,C0023467,0.6,NA
5743,Chronic lymphocytic leukemia,C0023434,0.6,NA
253260,Malignant neoplasm of colon,C0007102,0.6,NA
3291,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.6,NA
6356,HIV infection,C0019693,0.6,NA
6721,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.6,NA
2022,Cystic Fibrosis,C0010674,0.6,NA
25788,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
9749,Multiple Sclerosis,C0026769,0.6,NA
8438,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
7040,Dry eye syndrome,C0013238,0.6,NA
2729,Cystic Fibrosis,C0010674,0.6,NA
1278,"Bone Losses, Perimenopausal",C0029458,0.6,NA
3458,Hemophilia A,C0019069,0.6,NA
2162,Pulmonary Embolism,C0034065,0.6,NA
2212,Cystic Fibrosis,C0010674,0.6,NA
51167,Adult-Onset Diabetes Mellitus,C0011860,0.6,NA
974,"Lymphoma, Non Hodgkin's",C0024305,0.6,NA
2796,"Dwarfism, Pituitary",C0013338,0.55,NA
844,Adult-Onset Diabetes Mellitus,C0011860,0.55,NA
9945,Adult-Onset Diabetes Mellitus,C0011860,0.55,NA
5915,Endometrioses,C0014175,0.55,NA
51701,Glioblastoma multiforme,C1621958,0.55,NA
140628,Acute myocardial infarction,C0155626,0.55,NA
3575,Ulcerative colitis,C0009324,0.55,NA
5588,Cutaneous T Cell Lymphoma,C0079773,0.55,NA
6935,Cutaneous T Cell Lymphoma,C0079773,0.55,NA
5373,Diabetes Mellitus,C0011849,0.55,NA
3710,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.55,NA
5465,Hypoglycemia,C0020615,0.55,NA
1591,Ulcerative colitis,C0009324,0.55,NA
2067,Acute myeloid leukemia,C0023467,0.55,NA
2782,ALL,C0023449,0.55,NA
3098,ALL,C0023449,0.55,NA
51510,Acute myeloid leukemia,C0023467,0.55,NA
7980,Acute myeloid leukemia,C0023467,0.55,NA
54829,Ankylosing spondylitis,C0038013,0.55,NA
2182,Ischemic stroke,C0948008,0.55,NA
6049,Adult-Onset Diabetes Mellitus,C0011860,0.55,NA
635,Adult-Onset Diabetes Mellitus,C0011860,0.55,NA
489,Adult-Onset Diabetes Mellitus,C0011860,0.55,NA
1122,Asthma,C0004096,0.55,NA
2181,Asthma,C0004096,0.55,NA
472,Cutaneous T Cell Lymphoma,C0079773,0.55,NA
229,Adult-Onset Diabetes Mellitus,C0011860,0.55,NA
2113,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.55,NA
